Geneid	WT_C_1	WT_C_2	WT_C_3	WT_T_1	WT_T_2	WT_T_3	KO_C_1	KO_C_2	KO_C_3	KO_T_1	KO_T_2	KO_T_3
ENSMUSG00000139253	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096332	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100693	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099638	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094181	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000135589	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102081	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102031	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100408	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000131353	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100991	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102116	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101649	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095353	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101802	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099790	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000122678	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101594	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100011	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000137671	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100974	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101675	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100499	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100256	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101003	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000138258	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100640	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100628	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000140024	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000137716	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100989	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100003	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099462	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101434	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100061	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000124289	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100611	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101138	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100871	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100716	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100325	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000130191	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100048	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099789	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099593	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101109	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101541	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000123556	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094782	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100852	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099532	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000136225	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118466	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000143515	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102054	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101131	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099339	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099674	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101069	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000139698	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101653	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100423	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100023	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099915	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000124622	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000132545	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100086	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000125549	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101310	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000129818	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100646	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101200	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000138502	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099903	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100972	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099409	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099522	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100938	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000143371	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101821	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101950	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000129104	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099441	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100411	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100970	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101204	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095979	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121538	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121539	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100564	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101215	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100206	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121540	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100765	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000129932	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101475	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000134574	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099713	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099831	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101868	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121541	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100914	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000124084	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100338	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100541	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099367	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099666	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000135710	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100331	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000136350	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100390	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101263	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099986	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100118	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102122	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099513	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101552	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100388	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000128189	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100802	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000124324	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101752	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000135105	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099867	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000141644	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101193	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100915	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096769	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100365	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099985	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099916	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000124313	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101631	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099613	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101557	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101222	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100787	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000125664	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100098	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000138587	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099709	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101002	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101019	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101684	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100820	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100232	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100485	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100947	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100461	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100248	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000136222	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101623	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100996	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000132385	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101515	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099559	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099637	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099565	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000128620	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100343	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099494	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000129352	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102044	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099745	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101883	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102022	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095606	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099725	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100853	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099506	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100584	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000130728	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101987	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000138100	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100072	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101570	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101885	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100095	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000141019	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101420	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099654	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000130390	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100834	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094729	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100332	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100678	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000135060	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100507	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101547	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100401	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000135472	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101992	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000130566	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101367	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101665	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100778	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100835	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000124902	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101446	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100045	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101018	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101178	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101566	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101190	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099942	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000123438	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100864	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101368	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099682	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100227	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099456	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000126253	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099594	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000126778	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101267	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101783	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000136088	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099466	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100089	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101542	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000124862	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000134093	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096518	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099509	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100424	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076770	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000126623	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101490	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000133890	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099993	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101534	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000136704	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101364	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101422	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094570	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100488	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100184	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101967	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000139298	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102035	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000123476	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101228	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101723	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000143430	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102056	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000135405	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100052	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099442	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000126050	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095135	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100195	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101148	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101580	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100054	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000135821	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100207	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000126118	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100142	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000131936	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100889	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099607	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100242	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100167	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100144	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000136646	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102103	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000136254	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099527	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101045	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000140000	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099920	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101021	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099485	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099548	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000130483	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000126936	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096875	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099978	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121558	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101150	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099595	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000143007	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100539	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100073	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100223	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000144105	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100772	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121559	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101782	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101155	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121560	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121561	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100295	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121562	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100578	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101245	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121313	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100456	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096122	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101943	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121314	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100724	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121563	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099388	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000142843	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101399	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121564	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121565	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101350	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100614	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121566	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121567	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121557	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100501	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100083	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101991	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121556	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100076	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101100	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121543	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101744	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000132872	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095807	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121544	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121545	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101317	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101244	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121546	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121547	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096626	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000126985	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121548	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100085	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101424	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121549	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100264	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100715	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121550	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100582	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099551	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000139685	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000132439	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096347	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121551	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121552	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101531	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100425	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121553	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121554	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101005	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101300	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121555	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101426	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101891	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100238	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101103	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099866	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101110	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000126805	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095141	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101910	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100579	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000128856	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094217	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100057	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101592	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100609	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101993	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099935	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000129905	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100667	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100012	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099836	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100575	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000130794	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000137996	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101676	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000132228	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101510	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121637	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099393	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100404	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000140552	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099865	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101353	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100726	0	0	0	0	0	0	0	0	0	0	0	0
